,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
2023,N=C(N)Nc1ccc(C(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL1184949,nM,250000.0,uM,250.0
2024,N=C(N)Nc1ccc(CC(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL239535,nM,2400.0,uM,2.4
2025,N=C(N)c1ccc(C(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL238707,nM,196.0,uM,0.196
2026,N=C(N)c1ccc(CCC(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL238913,nM,17000.0,uM,17.0
2027,O=C(NCc1cc(Cl)ccc1-n1cnnn1)[C@@H]1CC=NN1C(=O)[C@H](O)c1ccc(F)cc1,CHEMBL3787587,nM,4.0,uM,0.004
2028,CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,CHEMBL3786896,nM,150.0,uM,0.15
2029,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3)ccc21,CHEMBL3797213,nM,5.44,nM,5.44
2030,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3C)ccc21,CHEMBL3798162,nM,4.92,nM,4.92
2031,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)cc3C)ccc21,CHEMBL3800621,nM,7.18,nM,7.18
2032,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cc(C)ccc3C)ccc21,CHEMBL3800637,nM,5.66,nM,5.66
2033,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3c(C)cccc3C)ccc21,CHEMBL3799876,nM,1.81,nM,1.81
2034,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)c(C)c3)ccc21,CHEMBL3797804,nM,10.05,nM,10.05
2035,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(C)c3)ccc21,CHEMBL3800608,nM,4.18,nM,4.18
2036,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)cc3F)ccc21,CHEMBL3798146,nM,3.21,nM,3.21
2037,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(F)c3)ccc21,CHEMBL3800403,nM,9.17,nM,9.17
2038,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cc(C)ccn3)ccc21,CHEMBL3741532,nM,3.69,nM,3.69
2039,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)n3)ccc21,CHEMBL3799750,nM,2.16,nM,2.16
2040,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,CHEMBL48361,nM,1.23,nM,1.23
2041,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3)ccc21,CHEMBL3797213,nM,5.495,,8.26
2042,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3C)ccc21,CHEMBL3798162,nM,4.898,,8.31
2043,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)cc3C)ccc21,CHEMBL3800621,nM,7.244,,8.14
2044,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cc(C)ccc3C)ccc21,CHEMBL3800637,nM,5.623,,8.25
2045,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3c(C)cccc3C)ccc21,CHEMBL3799876,nM,1.82,,8.74
2046,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)c(C)c3)ccc21,CHEMBL3797804,nM,15.85,,7.8
2047,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(C)c3)ccc21,CHEMBL3800608,nM,4.169,,8.38
2048,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)cc3F)ccc21,CHEMBL3798146,nM,3.236,,8.49
2049,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(F)c3)ccc21,CHEMBL3800403,nM,9.12,,8.04
2050,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cc(C)ccn3)ccc21,CHEMBL3741532,nM,3.715,,8.43
2051,CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)n3)ccc21,CHEMBL3799750,nM,2.138,,8.67
2052,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,CHEMBL48361,nM,1.23,,8.91
2053,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)cc3C)ccc21,CHEMBL3936103,nM,16.45,nM,16.45
2054,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3C)ccc21,CHEMBL3947048,nM,6.59,nM,6.59
2055,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)cc3)ccc21,CHEMBL3930866,nM,4.98,nM,4.98
2056,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3)ccc21,CHEMBL3902879,nM,2.13,nM,2.13
2057,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3C)ccc21,CHEMBL3903935,nM,3.11,nM,3.11
2058,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3)ccc21,CHEMBL3974821,nM,4.69,nM,4.69
2059,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3c(C)cccc3C)ccc21,CHEMBL3954784,nM,3.1,nM,3.1
2060,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(C)c3)ccc21,CHEMBL3927138,nM,6.27,nM,6.27
2061,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)cc3F)ccc21,CHEMBL3982468,nM,4.23,nM,4.23
2062,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3cc(C)ccn3)ccc21,CHEMBL3953757,nM,1.62,nM,1.62
2063,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)n3)ccc21,CHEMBL3974458,nM,0.92,nM,0.92
2064,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,CHEMBL48361,nM,1.2,nM,1.2
2065,N=C(N)c1ccc(CC2NCCn3c2nc2cc(C4(C(=O)N5CCCCC5)CCCC4)ccc23)cc1,CHEMBL3977163,nM,1028.0,nM,1028.0
2066,N=C(N)c1ccc(CC2NCCn3c2nc2cc(C4(C(=O)N5CCCC5)CCCC4)ccc23)cc1,CHEMBL3907547,nM,82.8,nM,82.8
2067,N=C(N)c1ccc(CC2NCCn3c2nc2cc(C4(C(=O)N5CCCCC5)CCC4)ccc23)cc1,CHEMBL3913261,nM,456.0,nM,456.0
2068,N=C(N)c1ccc(CC2NCCn3c2nc2cc(C4(C(=O)N5CCCC5)CCC4)ccc23)cc1,CHEMBL3950003,nM,446.0,nM,446.0
2069,N=C(N)c1ccc(CC2NCCn3c2nc2cc(C4(C(=O)N5CCCCC5)CC4)ccc23)cc1,CHEMBL3922260,nM,437.0,nM,437.0
2070,N=C(N)c1ccc(CC2NCCn3c2nc2cc(C4(C(=O)N5CCCC5)CC4)ccc23)cc1,CHEMBL3958679,nM,511.0,nM,511.0
2071,CC(C)(C(=O)N1CCCCC1)c1ccc2c(c1)nc1n2CCNC1Cc1ccc(C(=N)N)cc1,CHEMBL3931186,nM,1002.0,nM,1002.0
2072,CC(C)(C(=O)N1CCCC1)c1ccc2c(c1)nc1n2CCNC1Cc1ccc(C(=N)N)cc1,CHEMBL3969770,nM,147.0,nM,147.0
2073,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,CHEMBL1166,nM,11.7,nM,11.7
2074,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,CHEMBL48361,nM,6.0,nM,6.0
2075,CCOC(=O)C1(c2ccc3c(c2)nc2n3CCNC2Cc2ccc(C(=N)N)cc2)CCCC1,CHEMBL3978841,nM,1925.0,nM,1925.0
2076,CCOC(=O)C(C)(C)c1ccc2c(c1)nc1n2CCNC1Cc1ccc(C(=N)N)cc1,CHEMBL3964811,nM,1440.0,nM,1440.0
2077,CCOC(=O)C1(c2ccc3c(C)cc(Oc4ccc(C(=N)N)cc4)nc3c2)CCCC1,CHEMBL75828,nM,3.0,nM,3.0
2078,Cc1cc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)ccc1-n1cccc(CO)c1=O,CHEMBL3659625,nM,198.0,nM,198.0
2079,Cc1cc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)ccc1-n1cccc(CCO)c1=O,CHEMBL3659626,nM,186.0,nM,186.0
2080,COCc1cc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)ccc1-n1cccc(CCO)c1=O,CHEMBL3659627,nM,16.0,nM,16.0
2081,Cc1cc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)ccc1-n1cccc(CCCO)c1=O,CHEMBL3659628,nM,74.0,nM,74.0
2082,COC(=O)Nc1ccc(-c2cnc([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)c3ccc(C(=N)N)cc3)[nH]2)cc1,CHEMBL3953111,nM,37000.0,nM,37000.0
2083,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)c3ccc(NC(=N)N)cc3)nc2Cl)cc1,CHEMBL3956330,nM,40000.0,nM,40000.0
2084,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)N3CCN(C(=N)N)CC3)nc2Cl)cc1,CHEMBL3977040,nM,57000.0,nM,57000.0
2085,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCN(C(=N)N)CC3)nc2Cl)cc1,CHEMBL3964787,nM,94000.0,nM,94000.0
2086,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](N4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCC(C(=N)N)CC3)nc2Cl)cc1,CHEMBL3961710,nM,84000.0,nM,84000.0
2087,COc1cc(C(=O)N2CCC(O)C(C)C2)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3906435,nM,3.2,nM,3.2
2088,COc1cc(C(=O)N2CCC(O)C(C)C2)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,CHEMBL4108282,nM,31.0,nM,31.0
2089,COc1cc(C(=O)N2CCC(O)C(C)C2)cc2nc(N[C@@H](CF)c3cccc(Cl)c3)oc12,CHEMBL3951743,nM,2.4,nM,2.4
2090,COc1cc(C(=O)N2CC(C)(C)OCC2CO)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3944942,nM,1.7,nM,1.7
2091,COc1cc(C(=O)N2CC(C)(C)OCC2CO)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,CHEMBL4115099,nM,1.1,nM,1.1
2092,COc1cc(C(=O)N2CC(C)(C)OCC2CO)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3944942,nM,9.7,nM,9.7
2093,COc1cc(C(=O)N2CC(C)OC[C@H]2C)cc2nc(N[C@@H](CF)c3cccc(Cl)c3)oc12,CHEMBL4113823,nM,5.3,nM,5.3
2094,COc1cc(C(=O)N2CC(C)OC[C@H]2C)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL4106805,nM,11.0,nM,11.0
2095,COc1cc(C(=O)N2CC(C)(CCO)OC[C@H]2C)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL4107222,nM,0.2,nM,0.2
2096,COc1cc(C(=O)N2CC(C)(CCO)OC[C@H]2C)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,CHEMBL4114879,nM,130.0,nM,130.0
2097,COc1cc(C(=O)N2CC(C)(CCO)OC[C@H]2C)cc2nc(N[C@@H](CF)c3cccc(Cl)c3)oc12,CHEMBL4108739,nM,0.01,nM,0.01
2098,COc1cc(C(=O)N2CC(C)(CC(C)O)OC[C@H]2C)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL4111930,nM,0.1,nM,0.1
2099,COc1cc(C(=O)N2CC(C)OCC2CCO)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3941250,nM,1.2,nM,1.2
2100,COc1cc(C(=O)N2CC(C)OC[C@H]2CCO)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,CHEMBL4107318,nM,2.0,nM,2.0
2101,COc1cc(C(=O)N2CC(C)OC[C@@H]2CCO)cc2nc(N[C@@H](CF)c3cccc(Cl)c3)oc12,CHEMBL3916804,nM,0.72,nM,0.72
2102,COc1cc(C(=O)N2CC(C)OCC2C2CC(O)C2)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3944800,nM,0.47,nM,0.47
2103,COc1cc(C(=O)N2C[C@H](C)OC[C@@H]2C2CC(O)C2)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3948815,nM,0.37,nM,0.37
2104,COc1cc(C(=O)N2C[C@H](C)OC[C@H]2C2CC(O)C2)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3889734,nM,0.3,nM,0.3
2105,COc1cc(C(=O)N2C[C@@H](C)OC[C@@H]2C2CC(O)C2)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL4113979,nM,0.98,nM,0.98
2106,COc1cc(C(=O)N2C[C@@H](C)OC[C@H]2C2CC(O)C2)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL4113607,nM,1.4,nM,1.4
2107,COc1cc(C(=O)N2CC(C)OCC2C2CC(O)C2)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,CHEMBL4114862,nM,1.4,nM,1.4
2108,COc1cc(C(=O)N2CC(C)OCC2C2CC(O)C2)cc2nc(N[C@@H](CF)c3cccc(Cl)c3)oc12,CHEMBL3952386,nM,1.6,nM,1.6
2109,COc1cc(C(=O)N2CC3CCN3C(=O)C2C)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3948587,nM,1.7,nM,1.7
2110,COc1cc(C(=O)N2CC(C)OC[C@@H]2CC(=O)O)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3979944,nM,4.4,nM,4.4
2111,COc1cc(C(=O)N2CC(C)(C)OC[C@H]2CCO)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL4114466,nM,4.3,nM,4.3
2112,CCO[C@@H]1CC(CO)N(C(=O)c2cc(OC)c3oc(NC(CF)c4cccc(Cl)c4)nc3c2)C1,CHEMBL4109095,nM,0.19,nM,0.19
2113,CCO[C@@H]1CC(CO)N(C(=O)c2cc(OC)c3oc(N[C@H](CF)c4cccc(Cl)c4)nc3c2)C1,CHEMBL4108161,nM,0.16,nM,0.16
2114,CCO[C@@H]1CC(CO)N(C(=O)c2cc(OC)c3oc(N[C@@H](CF)c4cccc(Cl)c4)nc3c2)C1,CHEMBL4112123,nM,2.3,nM,2.3
2115,CCO[C@@H]1CC(CCO)N(C(=O)c2cc(OC)c3oc(NC(CF)c4cccc(Cl)c4)nc3c2)C1,CHEMBL4113643,nM,1.1,nM,1.1
2116,CCO[C@@H]1CC(CCO)N(C(=O)c2cc(OC)c3oc(NC(CF)c4cccc(Cl)c4)nc3c2)C1,CHEMBL4113643,nM,5.3,nM,5.3
2117,CCO[C@@H]1CC(CCO)N(C(=O)c2cc(OC)c3oc(NC(CF)c4cccc(Cl)c4)nc3c2)C1,CHEMBL4113643,nM,0.54,nM,0.54
2118,COc1cc(C(=O)N2CC3(CC3)NC(=O)C2C)cc2nc(NC(CF)c3cccc(Cl)c3)oc12,CHEMBL3944683,nM,0.7,nM,0.7
2119,COc1cc(C(=O)N2CC3(CC3)NC(=O)C2C)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,CHEMBL4114319,nM,0.38,nM,0.38
2120,COc1cc(C(=O)N2CC3(CC3)NC(=O)C2C)cc2nc(N[C@@H](CF)c3cccc(Cl)c3)oc12,CHEMBL3937496,nM,20.0,nM,20.0
2121,Cc1cccc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)c1,CHEMBL4074973,nM,2.26,nM,2.26
2122,Cc1cccc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)c1C,CHEMBL4095408,nM,1.54,nM,1.54
2123,Cc1ccc(C)c(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)c1,CHEMBL4076284,nM,3.35,nM,3.35
2124,Cc1cccc(C)c1N(CCC(=O)O)C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1F)n2C,CHEMBL4087711,nM,12.77,nM,12.77
2125,Cc1cc(C)cc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)c1,CHEMBL4078405,nM,3.7,nM,3.7
2126,Cc1cc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)ccc1F,CHEMBL4102667,nM,3.2,nM,3.2
2127,Cn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)cc3F)ccc21,CHEMBL4086267,nM,0.84,nM,0.84
2128,Cn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(F)c3)ccc21,CHEMBL4064792,nM,14.6,nM,14.6
2129,Cn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cc(F)cc(F)c3)ccc21,CHEMBL4094030,nM,1.18,nM,1.18
2130,Cc1ccnc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)c1,CHEMBL3740791,nM,3.33,nM,3.33
2131,Cc1cccc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)n1,CHEMBL4101764,nM,1.42,nM,1.42
2132,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,CHEMBL48361,nM,1.2,nM,1.2
2133,COc1ccc2c(c1)C(=O)N(c1ccc(N3CCOCC3=O)cc1)CN2C(=O)Cc1ccc(Cl)s1,CHEMBL4090253,nM,67000.0,uM,67.0
2134,COc1ccc2c(c1)C(=O)N(c1ccc(N3CCOCC3=O)cc1)CN2C(=O)Cc1ccc(Cl)cc1,CHEMBL4076970,nM,81000.0,uM,81.0
2135,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,CHEMBL512351,nM,18000.0,uM,18.0
2136,O=c1c(OS(=O)(=O)[O-])c(-c2ccc(OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])c2)oc2cc(OS(=O)(=O)[O-])cc(OCc3ccc(COc4cc(OS(=O)(=O)[O-])cc5oc(-c6ccc(OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])c6)c(OS(=O)(=O)[O-])c(=O)c45)cc3)c12.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],CHEMBL4084933,nM,156000.0,uM,156.0
2137,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OCc3ccc(COc4cc(O)cc5oc(-c6ccc(O)c(O)c6)c(O)c(=O)c45)cc3)c12,CHEMBL4069227,nM,267000.0,uM,267.0
2138,N=C(N)NCCC[C@@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)C(O)CCc1ccc(O)cc1,CHEMBL4176114,nM,250000.0,uM,250.0
2139,N=C(N)NCCC[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)C(O)CCc1ccc(O)cc1,CHEMBL4173128,nM,250000.0,uM,250.0
2140,CCOC(=O)c1c(C)oc2cc(OCC3CCCCC3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4214824,nM,2600.0,uM,2.6
2141,CCOC(=O)c1c(C)oc2cc(OCc3ccccc3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4215598,nM,2000.0,uM,2.0
2142,CCOC(=O)c1c(C)oc2cc(OCCc3ccccc3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4210645,nM,1800.0,uM,1.8
2143,CCOC(=O)c1c(C)oc2cc(OCc3ccc(OCOC)cc3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4203401,nM,3300.0,uM,3.3
2144,CCOC(=O)c1c(C)oc2cc(OCc3cccc(OCOC)c3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4215073,nM,4000.0,uM,4.0
2145,CCOC(=O)c1c(C)oc2cc(OCc3ccc(OC(C)C)cc3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4208688,nM,2300.0,uM,2.3
2146,CCOC(=O)c1c(C)oc2cc(OCc3cccc(OC(C)C)c3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4203810,nM,2600.0,uM,2.6
2147,CCOC(=O)c1c(C)oc2cc(OCC3CCCCC3)c(OCc3oc4cc(OCC5CCCCC5)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4214712,nM,8700.0,uM,8.7
2148,CCOC(=O)c1c(C)oc2cc(OCc3ccccc3)c(OCc3oc4cc(OCC5CCCCC5)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4212514,nM,3600.0,uM,3.6
2149,CCOC(=O)c1c(C)oc2cc(OC)c(OCc3oc4cc(OCC5CCCCC5)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4214371,nM,3800.0,uM,3.8
2150,CCCOC(=O)c1c(COc2cc3c(C(=O)OCc4ccccc4)c(C)oc3cc2OC)oc2cc(OC)c(OS(=O)(=O)[O-])cc12.[Na+],CHEMBL4202710,nM,4900.0,uM,4.9
2151,CCOC(=O)c1c(COc2cc3c(C(=O)OCCc4ccccc4)c(C)oc3cc2OC)oc2cc(OC)c(OS(=O)(=O)[O-])cc12.[Na+],CHEMBL4218791,nM,3200.0,uM,3.2
2152,CCOC(=O)c1c(COc2cc3c(C(=O)OCc4ccc(OCOC)cc4)c(C)oc3cc2OC)oc2cc(OC)c(OS(=O)(=O)[O-])cc12.[Na+],CHEMBL4207062,nM,2600.0,uM,2.6
2153,CCOC(=O)c1c(C)oc2cc(OCc3ccccc3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCCOS(=O)(=O)[O-])cc12.[Na+].[Na+],CHEMBL4206540,nM,14000.0,uM,14.0
2154,CCOC(=O)c1c(C)oc2cc(OC)c(OCc3cccc(S(=O)(=O)[O-])c3)cc12.[Na+],CHEMBL4208441,nM,134000.0,uM,134.0
2155,CCOC(=O)c1c(C)oc2cc(OCc3ccccc3)c(OS(=O)(=O)[O-])cc12.[Na+],CHEMBL4218199,nM,134000.0,uM,134.0
2156,CCOC(=O)c1c(C)oc2cc(OCc3cccc(OCOC)c3)c(OS(=O)(=O)[O-])cc12.[Na+],CHEMBL4217769,nM,229000.0,uM,229.0
2157,COc1cc2oc(C)c(C(=O)OCc3ccccc3)c2cc1OS(=O)(=O)[O-].[Na+],CHEMBL4214557,nM,168000.0,uM,168.0
2158,CC[C@H](C)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O,CHEMBL4218956,nM,1300.0,uM,1.3
2159,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1)[C@@H](C)O)C(=O)O,CHEMBL4217251,nM,130000.0,uM,130.0
2160,CCOC(=O)c1c(C)oc2cc(OCCc3ccccc3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4210645,nM,1300.0,uM,1.3
2161,CCOC(=O)c1c(C)oc2cc(OCc3ccccc3)c(OCc3oc4cc(OCC5CCCCC5)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4212514,nM,2000.0,uM,2.0
2162,CCOC(=O)c1c(C)oc2cc(OCCc3ccccc3)c(OCc3oc4cc(OC)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],CHEMBL4210645,nM,2700.0,uM,2.7
